Category,Description,Caption,Shape,BGColour,BDColour,Text,Symbol1,Symbol2,DGNo,JPG,EPS,PDF
Information signs,Goods vehicles and buses may be directed to leave the motorway at the junction ahead,Goods vehicles and buses may be directed to leave the motorway at the junction ahead,Rectangular,Yellow,Grey/Black,Other,Vehicle (Car/Tram/Truck),None,832.3,823.3V.jpg,823.3V.eps,Not available
Information signs,Waiting place at a lay-by or observation platform for police vehicles only,Waiting place at a lay-by or observation platform for police vehicles only,Rectangular,Blue,White,Vehicle,None,None,829.6,829.6.jpg,829.6.eps,829.6.pdf
Information signs,Accident ahead and consequent need to proceed with caution,Accident ahead and consequent need to proceed with caution,Rectangular,Blue,White,Other,None,None,829.2,829.2.jpg,829.2.eps,829.2.pdf
Information signs,End of temporary permission for traffic to use the hard shoulder,End of temporary permission for traffic to use the hard shoulder,Rectangular,Blue,White,Other,None,None,829.4,829.4.jpg,829.4.eps,Not available
Information signs,Potential danger temporarily ahead and consequent need to proceed with caution,Potential danger temporarily ahead and consequent need to proceed with caution,Rectangular,Blue,White,Other,None,None,829.1,829.1.jpg,829.1.eps,Not available
Information signs,Area where police carry out checks on the speed of vehicles,Area where police carry out checks on the speed of vehicles,Rectangular,Blue,White,Other,None,None,829.5,829.5.jpg,829.5.eps,Not available
Information signs,Traffic should use the hard shoulder in an emergency,Traffic should use the hard shoulder in an emergency,Rectangular,Blue,White,Other,None,None,829.3,829.3.jpg,829.3.eps,829.3.pdf
Information signs,Vehicle emissions check point ahead,Vehicle emissions check point ahead,Rectangular,Blue,White,Vehicle,Other,None,831.2,831.2V.jpg,831.2V.eps,Not available
Information signs,Vehicle excise licence check point ahead,Vehicle excise licence check point ahead,Rectangular,Blue,White,Vehicle,Other,None,831.2,831.2.jpg,831.2.eps,Not available
Information signs,Vehicle and Operator Services Agency check point ahead,Vehicle and Operator Services Agency check point ahead,Rectangular,Blue,White,Vehicle,None,None,832.11,832.1A.jpg,832.1A.eps,832.1A.pdf
Information signs,Location of traffic survey,Location of traffic survey,Rectangular,Blue,White,Other,None,None,832,832.jpg,832.eps,832.pdf
Information signs,Vehicles may be directed to stop at a traffic survey ahead,Vehicles may be directed to stop at a traffic survey ahead,Rectangular,Blue,White,Other,None,None,830.1,830.1.jpg,830.1.eps,830.1.pdf
Information signs,"Entrance to a car park, private access road or property","Entrance to a car park, private access road or property",Rectangular,Blue,White,Other,None,None,833,833.jpg,833.eps,833.pdf
Information signs,Permanent change to the road layout ahead,Permanent change to the road layout ahead,Rectangular,Red,White,Other,None,None,7014,7014.jpg,7014.eps,Not available
Information signs,"Entry to a car park, private access road or property from a public road not allowed","Entry to a car park, private access road or property from a public road not allowed",Rectangular,Blue,White,Other,None,None,836,836.jpg,836.eps,Not available
Information signs,"Exit from a car park, private access road or property from a public road not allowed","Exit from a car park, private access road or property from a public road not allowed",Rectangular,Blue,White,Other,None,None,835,835.jpg,835.eps,835.pdf
Information signs,"Exit from a car park, private access road or property","Exit from a car park, private access road or property",Rectangular,Blue,White,Other,None,None,834,834.jpg,834.eps,Not available
Information signs,Vehicles should reduce speed on approaching a traffic survey ahead,Vehicles should reduce speed on approaching a traffic survey ahead,Rectangular,Blue,White,Other,None,None,831,831.jpg,831.eps,Not available
Information signs,Vehicles must stop at a census traffic point,Vehicles must stop at a census traffic point,Rectangular,Blue,White,Other,None,None,830,830.jpg,830.eps,830.pdf
Tidal flow lane control,Indicates lane open for vehicular traffic,Indicates lane open for vehicular traffic,,,,,,,5001.2,5001.2.jpg,5001.2.eps,5001.2.pdf
Tidal flow lane control,Lane control signal indicating that vehicles may not proceed along the lane directly beneath the signal,Lane control signal indicating that vehicles may not proceed along the lane directly beneath the signal,,,,,,,5003.1,5003.1.jpg,5003.1.eps,5003.1.pdf
Tidal flow lane control,Lane closed ahead vehicles must move to the next lane on the left,Lane closed ahead vehicles must move to the next lane on the left,,,,,,,5005.1,5005.1.jpg,5005.1.eps,5005.1.pdf
Tidal flow lane control,End of a system of lane control light signals,End of a system of lane control light signals,Rectangular,Blue,White,Other,None,None,5015,5015.jpg,5015.eps,5015.pdf
Tidal flow lane control,Lane open to vehicular traffic,Lane open to vehicular traffic,,,,,,,5001.1,5001.1.jpg,5001.1.eps,5001.1.pdf
Tidal flow lane control,Direction of a system of lane control light signals,Direction of a system of lane control light signals,Rectangular,Blue,White,Other,Arrow,Arrow,5013,5013.jpg,5013.eps,5013.pdf
Tidal flow lane control,Distance and direction of a system of lane control light signals,Distance and direction of a system of lane control light signals,Rectangular,Blue,White,Number (Distance),Arrow,None,5014,5014.jpg,5014.eps,5014.pdf
Tidal flow lane control,System of lane control ahead,System of lane control ahead,Rectangular,Blue,White,Other,None,None,5012,5012.jpg,5012.eps,5012.pdf
Tidal flow lane control,Lane control signals in operation on the road extending from the junction ahead,Lane control signals in operation on the road extending from the junction ahead,Rectangular,Blue,White,Other,Arrow,Other,5011,5011.jpg,5011.eps,5011.pdf
Tidal flow lane control,Lane control signals in operation on the road,Lane control signals in operation on the road,Rectangular,Blue,White,Other,Arrow,Other,5010,5010.jpg,5010.eps,5010.pdf
Tidal flow lane control,Lane control signal indicating that vehicles may not proceed along the lane directly beneath the signal,Lane control signal indicating that vehicles may not proceed along the lane directly beneath the signal,,,,,,,5003,5003.jpg,5003.eps,5003.pdf
Tidal flow lane control,Lane closed ahead vehicles must move to the next lane on the left,Lane closed ahead vehicles must move to the next lane on the left,,,,,,,5005,5005.jpg,5005.eps,5005.pdf
"Pedestrian, cycle, equestrian",Near side light signals and instructions for pedestrians at a pedestrian facility controlled by light signals,Near side light signals and instructions for pedestrians at a pedestrian facility controlled by light signals,,,,,,,4003.1,4003.1.jpg,4003.1.eps,4003.1.pdf
"Pedestrian, cycle, equestrian",Light signals for pedestrians and cyclists at a Toucan crossing,Light signals for pedestrians and cyclists at a Toucan crossing,,,,,,,4003.5,4003.5.jpg,4003.5.eps,4003.5.pdf
"Pedestrian, cycle, equestrian",Near side light signals and instructions for pedestrians and cyclists at a Toucan crossing,Near side light signals and instructions for pedestrians and cyclists at a Toucan crossing,,,,,,,4003.7,4003.7.jpg,4003.7.eps,4003.7.pdf
"Pedestrian, cycle, equestrian",Instructions to pedestrians and cyclists above the push button control at a Toucan crossing,Instructions to pedestrians and cyclists above the push button control at a Toucan crossing,,,,,,,4003.6,4003.6.jpg,4003.6.eps,4003.6.pdf
"Pedestrian, cycle, equestrian",Light signals for equestrian traffic,Light signals for equestrian traffic,,,,,,,4003.2,4003.2.jpg,4003.2.eps,4003.2.pdf
"Pedestrian, cycle, equestrian",Near side light signals and instructions for horse riders at an equestrian traffic crossing facility,Near side light signals and instructions for horse riders at an equestrian traffic crossing facility,,,,,,,4003.4,4003.4.jpg,4003.4.eps,4003.4.pdf
"Pedestrian, cycle, equestrian",Instructions to horse riders above the push button control for an equestrian traffic crossing,Instructions to horse riders above the push button control for an equestrian traffic crossing,,,,,,,4003.3,4003.3.jpg,4003.3.eps,4003.3.pdf
"Pedestrian, cycle, equestrian",Light signals for pedestrians,Light signals for pedestrians,,,,,,,4002.1,4002.1.jpg,4002.1.eps,4002.1.pdf
"Pedestrian, cycle, equestrian",Light signal for pedestrians,Light signal for pedestrians,,,,,,,4002.1,4002.1B.jpg,4002.1B.eps,4002.1B.pdf
"Pedestrian, cycle, equestrian",Instructions to pedestrians above the push control at light signals,Instructions to pedestrians above the push control at light signals,,,,,,,4003,4003.jpg,4003.eps,4003.pdf
"Pedestrian, cycle, equestrian",Light signal for pedestrians,Light signal for pedestrians,,,,,,,4002.1,4002.1A.jpg,4002.1A.eps,4002.1A.pdf
Road works and temporary,Description of the nature of road works,Description of the nature of road works,Rectangular,White,Grey/Black,Other,None,None,7001.1,7001.1.jpg,7001.1.eps,Not available
Road works and temporary,Location of road works immediately ahead on route indicated,Location of road works immediately ahead on route indicated,Rectangular,White,Grey/Black,Number (Route),None,None,7001.2,7001.2.jpg,7001.2.eps,7001.2.pdf
Road works and temporary,Temporary access to a construction or road works site,Temporary access to a construction or road works site,Rectangular,Red,White,Other,None,None,7301,7301T.jpg,7301T.eps,7301T.pdf
Road works and temporary,Direction to be taken by road works or construction traffic to an access to a works site 100 yards ahead,Direction to be taken by road works or construction traffic to an access to a works site 100 yards ahead,Rectangular,Red,White,Number (Distance),Arrow,None,7306,7306.jpg,7306.eps,7306.pdf
Road works and temporary,Temporary exit from a construction or road works site,Temporary exit from a construction or road works site,Rectangular,Red,White,Other,None,None,7302,7302.jpg,7302.eps,Not available
Road works and temporary,Direction to be taken by road works or construction traffic at a junction ahead,Direction to be taken by road works or construction traffic at a junction ahead,Rectangular,Red,White,Other,Arrow,None,7304,7304.jpg,7304.eps,7304.pdf
Road works and temporary,Direction to be taken by road works or construction traffic at a junction or works entrance,Direction to be taken by road works or construction traffic at a junction or works entrance,Rectangular,Red,White,Other,Arrow,None,7305,7305.jpg,7305.eps,Not available
Road works and temporary,Exit from a works site 200 yards ahead,Exit from a works site 200 yards ahead,Rectangular,Red,White,Number (Distance),None,None,7307,7307.jpg,7307.eps,Not available
Road works and temporary,Temporary entrance to a construction or road works site,Temporary entrance to a construction or road works site,Rectangular,Red,White,Other,None,None,7301,7301.jpg,7301.eps,Not available
Road works and temporary,Dates when road works are to take place overnight and delays are to be expected,Dates when road works are to take place overnight and delays are to be expected,Rectangular,Yellow,Grey/Black,Number (Other),None,None,7002.1,7002.1.jpg,7002.1.eps,7002.1.pdf
Road works and temporary,Vehicular traffic must not proceed into a length of road where one-way working is temporarily necessary,Vehicular traffic must not proceed into a length of road where one-way working is temporarily necessary,Circular,Red,White,Other,None,None,7023,7023.jpg,7023.eps,7023.pdf
Road works and temporary,Vehicular traffic may proceed into a length of road where one-way working is temporarily necessary,Vehicular traffic may proceed into a length of road where one-way working is temporarily necessary,Circular,Green,White,Other,None,None,7024,7024.jpg,7024.eps,Not available
Road works and temporary,Vehicles may not pass the temporary traffic signals when the red light is shown,Vehicles may not pass the temporary traffic signals when the red light is shown,Rectangular,Red,White,Other,None,None,7011,7011.jpg,7011.eps,7011.pdf
Road works and temporary,Vehicles may not pass the temporary traffic signals when the red light is shown at a junction,Vehicles may not pass the temporary traffic signals when the red light is shown at a junction,Rectangular,Red,White,Number (Other),None,None,7011.1,7011.1.jpg,7011.1.eps,Not available
Road works and temporary,Traffic joining a length of road being controlled by portable traffic signals is not controlled by these signals,Traffic joining a length of road being controlled by portable traffic signals is not controlled by these signals,Rectangular,Red,White,Other,None,None,7022,7022.jpg,7022.eps,Not available
Road works and temporary,Loose chippings on road ahead,Loose chippings on road ahead,Triangular,White,Red,None,Other,Other,7009,7009.jpg,7009.eps,Not available
Road works and temporary,Maximum speed of 20 miles per hour advised at a bend or other hazard,Maximum speed of 20 miles per hour advised at a bend or other hazard,Rectangular,White,Grey/Black,Number (Other),None,None,513.2,513.2V20.jpg,513.2V20.eps,513.2V20.pdf
Road works and temporary,Maximum speed of 30 miles per hour advised at a bend or other hazard,Maximum speed of 30 miles per hour advised at a bend or other hazard,Rectangular,Yellow,Grey/Black,Number (Other),None,None,7294,7294.jpg,7294.eps,7294.pdf
Road works and temporary,Temporary sudden change in level of carriageway surface,Temporary sudden change in level of carriageway surface,Rectangular,Red,White,Other,None,None,7013,7013.jpg,7013.eps,Not available
Road works and temporary,Traffic on road ahead is being controlled by portable light signals,Traffic on road ahead is being controlled by portable light signals,Rectangular,Red,White,Other,Arrow,Arrow,7021,7021.jpg,7021.eps,7021.pdf
Road works and temporary,Additional traffic lane available ahead as part of temporary traffic management scheme,Additional traffic lane available ahead as part of temporary traffic management scheme,Rectangular,Yellow,Grey/Black,None,Arrow,None,7255,7255.jpg,7255.eps,Not available
Road works and temporary,Centre lane of a three lane single carriageway road closed,Centre lane of a three lane single carriageway road closed,Rectangular,Yellow,Grey/Black,None,Arrow,Other,7206,7206.jpg,7206.eps,Not available
Road works and temporary,Instructions for drivers of wide loads on how to telephone for assistance,Instructions for drivers of wide loads on how to telephone for assistance,Rectangular,Yellow,Grey/Black,Other,Other,None,7293,7293.jpg,7293.eps,Not available
Road works and temporary,Information on breakdown recovery services during road works,Information on breakdown recovery services during road works,Rectangular,Yellow,Grey/Black,Other,Vehicle (Car/Tram/Truck),None,7291,7291.jpg,7291.eps,Not available
Road works and temporary,Sharp bends ahead where traffic is diverted onto a temporary road for a short distance,Sharp bends ahead where traffic is diverted onto a temporary road for a short distance,Rectangular,Yellow,Grey/Black,None,Arrow,None,7221,7221.jpg,7221.eps,7221.pdf
Road works and temporary,Instructions to drivers of wide loads to follow a diversion to avoid the road works ahead,Instructions to drivers of wide loads to follow a diversion to avoid the road works ahead,Rectangular,Yellow,Grey/Black,Number (Other),None,None,7292,7292.jpg,7292.eps,7292.pdf
Road works and temporary,Zebra or signal controlled crossing temporarily out of use,Zebra or signal controlled crossing temporarily out of use,Rectangular,Red,White,Other,None,None,7016,7016.jpg,7016.eps,Not available
Road works and temporary,Cyclists to dismount and use the adjacent footway,Cyclists to dismount and use the adjacent footway,Rectangular,Red,White,Cycle,None,None,7018.1,7018.1.jpg,7018.1.eps,Not available
Road works and temporary,Nature of work being done by vehicle working on the highway,Nature of work being done by vehicle working on the highway,Rectangular,Yellow,Grey/Black,Other,None,None,7404,7404.jpg,7404.eps,7404.pdf
Road works and temporary,Temporary absence of hard shoulder for 400 yards,Temporary absence of hard shoulder for 400 yards,Rectangular,Red,White,Number (Distance),None,None,7015,7015.jpg,7015.eps,7015.pdf
Road works and temporary,Temporary absence of road markings for 2 miles,Temporary absence of road markings for 2 miles,Rectangular,Red,White,Number (Distance),None,None,7012,7012.jpg,7012.eps,Not available
Road works and temporary,Direction of temporary route for pedestrians,Direction of temporary route for pedestrians,Rectangular,Red,White,Other,Arrow,None,7018,7018.jpg,7018.eps,7018.pdf
Road works and temporary,Direction in which pedestrians should look for approaching traffic,Direction in which pedestrians should look for approaching traffic,Rectangular,Red,White,Other,None,None,7017,7017.jpg,7017.eps,7017.pdf
Road works and temporary,Variable message sign ahead not in use or being tested,Variable message sign ahead not in use or being tested,Rectangular,Red,White,Other,None,None,7020,7020.jpg,7020.eps,Not available
Road works and temporary,Vehicular traffic should proceed slowly owing to temporary hazard resulting from wet tar on the road,Vehicular traffic should proceed slowly owing to temporary hazard resulting from wet tar on the road,Rectangular,Red,White,Other,None,None,7010.1,7010.1.jpg,7010.1.eps,7010.1.pdf
Road works and temporary,Vehicular traffic should not proceed beyond the sign when displayed during works on or near the road,Vehicular traffic should not proceed beyond the sign when displayed during works on or near the road,Circular,Yellow,Red,Other,Other,None,7031,7031.jpg,7031.eps,Not available
Road works and temporary,Light signal not in use,Light signal not in use,Rectangular,Grey/Black,White,None,Other,None,7019,7019.jpg,7019.eps,7019.pdf
Road works and temporary,Vehicular traffic should proceed slowly owing to workforce in the road,Vehicular traffic should proceed slowly owing to workforce in the road,Rectangular,Red,White,Other,None,None,7001.3,7001.3.jpg,7001.3.eps,Not available
Warning signs,Accident ahead,Accident ahead,Rectangular,White,Grey/Black,Other,None,None,563,563.jpg,563.eps,563.pdf
Speed limit signs,End of 20 miles per hour zone and start of 30 miles per hour zone,End of 20 miles per hour zone and start of 30 miles per hour zone,Rectangular,White,Grey/Black,Zone,Other,Other,675,675.jpg,675.eps,675.pdf
Miscellaneous,Road (congestion) charge zone reminder,Road (congestion) charge zone reminder,Rectangle,White,Grey black,None,Congestino Charging,None,1,NS67.jpg,NS67.eps,Not available
